epoch,accuracy,loss,val_accuracy,val_loss
0,0.0862758606672287,3.1825873851776123,0.4202069044113159,2.0859875679016113
1,0.5862069129943848,1.4008725881576538,0.759517252445221,0.7917481660842896
2,0.8179137706756592,0.6073663830757141,0.8908275961875916,0.364149272441864
3,0.8932068943977356,0.35834431648254395,0.9149655103683472,0.28369301557540894
4,0.9276379346847534,0.23889696598052979,0.9497241377830505,0.1751032918691635
5,0.9460517168045044,0.17810775339603424,0.9568965435028076,0.14625681936740875
6,0.9592586159706116,0.13417835533618927,0.9587585926055908,0.13948149979114532
7,0.9686207175254822,0.10326606780290604,0.9708965420722961,0.10287212580442429
8,0.9728792905807495,0.08829174190759659,0.9730345010757446,0.0952930897474289
9,0.9790172576904297,0.06692095845937729,0.9661379456520081,0.12932679057121277
10,0.9792413711547852,0.06958259642124176,0.9762758612632751,0.08157078921794891
11,0.9836724400520325,0.05181920528411865,0.9769655466079712,0.08875574916601181
12,0.9866724014282227,0.04260871559381485,0.9793792963027954,0.08122800290584564
13,0.9865172505378723,0.043258875608444214,0.9810344576835632,0.07330301403999329
14,0.9888793230056763,0.03790343925356865,0.9720689654350281,0.11796527355909348
15,0.9877930879592896,0.03984972834587097,0.9805517196655273,0.08245129138231277
16,0.9901896715164185,0.032662633806467056,0.9753103256225586,0.09826543927192688
17,0.9911206960678101,0.029115047305822372,0.9828965663909912,0.0692465677857399
18,0.9909999966621399,0.03015848994255066,0.9822068810462952,0.06922917068004608
19,0.9918965697288513,0.026406198740005493,0.9824827313423157,0.07838497310876846
20,0.9935172200202942,0.020623506978154182,0.9754482507705688,0.09128455817699432
21,0.9920517206192017,0.02734529972076416,0.9831724166870117,0.07662897557020187
22,0.9947758913040161,0.01864507794380188,0.9795172214508057,0.09461091458797455
23,0.9939482808113098,0.02086680941283703,0.9755862355232239,0.0977049320936203
