epoch,accuracy,loss,val_accuracy,val_loss
0,0.6013965606689453,1.4633709192276,0.838620662689209,0.7744725942611694
1,0.9119138121604919,0.3553134500980377,0.9202069044113159,0.29758840799331665
2,0.9669827818870544,0.14555537700653076,0.951172411441803,0.1798173189163208
3,0.9895517230033875,0.058283399790525436,0.9537931084632874,0.1766093522310257
4,0.9962241649627686,0.027241555973887444,0.9550344944000244,0.17112253606319427
5,0.9978103637695312,0.017725307494401932,0.967862069606781,0.11711329966783524
6,0.9978103637695312,0.013860685750842094,0.9573103189468384,0.15317685902118683
7,0.9946034550666809,0.02684176154434681,0.9389654994010925,0.22115352749824524
8,0.9935517311096191,0.0304129496216774,0.9677241444587708,0.11303121596574783
9,0.9993793368339539,0.005182608962059021,0.9709655046463013,0.10859743505716324
10,0.9999827742576599,0.0010561731178313494,0.9778620600700378,0.08370684832334518
11,0.9965000152587891,0.01364167407155037,0.8591034412384033,0.5682825446128845
12,0.9873103499412537,0.04850433021783829,0.965448260307312,0.12678851187229156
13,0.9992413520812988,0.004688480868935585,0.9724137783050537,0.10155940055847168
14,0.999965488910675,0.0010752433445304632,0.9811724424362183,0.06675788760185242
15,1.0,0.00030338604119606316,0.9824827313423157,0.06304541975259781
16,1.0,0.0002137320552719757,0.9826207160949707,0.06270325183868408
17,1.0,0.0001699232088867575,0.9830344915390015,0.06202270835638046
18,1.0,0.00013770036457572132,0.9835172295570374,0.06142445653676987
19,1.0,0.00011377572809578851,0.9836551547050476,0.06130967661738396
20,1.0,9.399400732945651e-05,0.9836551547050476,0.060900114476680756
21,1.0,7.837282464606687e-05,0.9837241172790527,0.06068406254053116
22,1.0,6.50052388664335e-05,0.983862042427063,0.06076393648982048
23,1.0,5.3244213631842285e-05,0.984000027179718,0.06023237854242325
24,1.0,4.339008592069149e-05,0.9842069149017334,0.06008164957165718
25,1.0,3.496148929116316e-05,0.9841379523277283,0.05989909917116165
26,1.0,2.9156853997847065e-05,0.9846206903457642,0.059806082397699356
27,1.0,2.3747068553348072e-05,0.9847586154937744,0.05981746315956116
28,1.0,1.9719334886758588e-05,0.9849655032157898,0.05946485325694084
29,1.0,1.614607754163444e-05,0.9851034283638,0.059244293719530106
30,1.0,1.3180369933252223e-05,0.9846206903457642,0.0595310740172863
31,1.0,1.0782018762256484e-05,0.9852413535118103,0.05953309312462807
32,1.0,8.839903784974013e-06,0.9851723909378052,0.05912681296467781
33,1.0,6.973888957872987e-06,0.9852413535118103,0.060042861849069595
34,1.0,5.4904126045585144e-06,0.9852413535118103,0.059343017637729645
35,1.0,4.317465027270373e-06,0.9855172634124756,0.05946258455514908
36,1.0,3.501625087665161e-06,0.9853793382644653,0.05981095880270004
37,1.0,2.835844270521193e-06,0.9856551885604858,0.05965164676308632
